drawNumber,drawDate,drawDateTime,drawName,drawSize,drawCRS,drawText2,drawCutOff,drawDistributionAsOn,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18
217,2022-03-02,"March 02, 2022 at 14:05:52 UTC",Provincial Nominee Program,"1,047",761,Provincial Nominee Program,"January 05, 2022 at 14:22:03 UTC","February 28, 2022",873,"5,563","47,599","2,989","6,310","14,759","13,218","10,323","47,276","9,736","10,207","7,633","9,240","10,460","58,253","31,018","5,313","195,895"
216,2022-02-16,"February 16, 2022 at 14:36:05 UTC",Provincial Nominee Program,"1,082",710,Provincial Nominee Program,"October 07, 2021 at 11:36:55 UTC","February 15, 2022","1,099","5,440","47,721","2,921","6,289","14,775","13,273","10,463","47,509","9,715","10,229","7,675","9,292","10,598","59,011","31,545","5,736","198,061"
215,2022-02-02,February 02 2022 at 14:16:27 UTC,Provincial Nominee Program,"1,070",674,Provincial Nominee Program,February 18 2021 at 05:05:15 UTC,"January 31, 2022",983,"5,201","47,441","2,811","6,205","14,847","13,132","10,446","47,428","9,753","10,165","7,697","9,199","10,614","59,039","31,734","5,834","197,660"
214,2022-01-19,"January 19, 2022 at 14:39:22 UTC",Provincial Nominee Program,"1,036",745,Provincial Nominee Program,"July 05, 2021 at 13:12:05 UTC","January 17, 2022",899,"5,106","47,202","2,738","6,192","14,828","13,010","10,434","47,283","9,650","10,225","7,687","9,139","10,582","58,692","31,704","5,799","196,685"
213,2022-01-05,"January 05, 2022 at 15:50:48 UTC",Provincial Nominee Program,392,808,Provincial Nominee Program,"March 04, 2021 at 16:57:50 UTC","January 5, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,2021-12-22,"December 22, 2021 at 16:27:24 UTC",Provincial Nominee Program,746,720,Provincial Nominee Program,"November 24, 2021 at 16:56:42 UTC","December 22, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2021-12-10,"December 10, 2021 at 13:53:48 UTC",Provincial Nominee Program,"1,032",698,Provincial Nominee Program,"September 10, 2021 at 16:43:17 UTC","December 10, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2021-11-24,"November 24, 2021 at 14:01:44 UTC",Provincial Nominee Program,613,737,Provincial Nominee Program,"June 22, 2021 at 20:19:59 PM UTC","November 24, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2021-11-10,"November 10, 2021 at 17:02:21 UTC",Provincial Nominee Program,775,685,Provincial Nominee Program,"August 12, 2021 at 20:05:46 UTC","November 10, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2021-10-27,"October 27, 2021 at 13:32:26 UTC",Provincial Nominee Program,681,744,Provincial Nominee Program,October 7 at 16:38:21 UTC,"October 27, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2021-10-13,"October 13, 2021 at 13:13:38 UTC",Provincial Nominee Program,681,720,Provincial Nominee Program,"March 16, 2021 at 07:53:28 UTC","October 13, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2021-09-29,"September 29, 2021 at 13:17:49 UTC",Provincial Nominee Program,761,742,Provincial Nominee Program,"July 29, 2021 at 09:45:29 UTC","September 29, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2021-09-15,"September 15, 2021 at 14:59:17 UTC",Provincial Nominee Program,521,732,Provincial Nominee Program,"February 24, 2021 at 10:46:54 UTC","September 15, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2021-09-14,"September 14, 2021 at 13:06:02 UTC",Canadian Experience Class,"2,000",462,Canadian Experience Class,"September 11, 2021 at 10:55:43 UTC","September 14, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2021-09-01,"September 01, 2021 at 13:34:47 UTC",Provincial Nominee Program,635,764,Provincial Nominee Program,"April 12, 2021 at 12:21:45 UTC","September 1, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2021-08-19,"August 19, 2021 at 13:25:22 UTC",Canadian Experience Class,"3,000",403,Canadian Experience Class,"August 01, 2021 at 10:13:57 UTC","August 19, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2021-08-18,"August 18, 2021 at 14:10:39 UTC",Provincial Nominee Program,463,751,Provincial Nominee Program,"April 13, 2021 at 16:29:29 UTC","August 18, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2021-08-05,"August 5, 2021 at 13:11:37 UTC",Canadian Experience Class,"3,000",404,Canadian Experience Class,"August 3, 2021 at 05:39:26 UTC","August 5, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2021-08-04,"August 4, 2021 at 13:33:36 UTC",Provincial Nominee Program,512,760,Provincial Nominee Program,"March 5, 2021 at 22:38:31 UTC","August 4, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,2021-07-22,"July 22, 2021 at 14:02:32 UTC",Canadian Experience Class,"4,500",357,Canadian Experience Class,"February 14, 2021 at 09:04:15 UTC","July 22, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2021-07-21,"July 21, 2021 at 13:01:45 UTC",Provincial Nominee Program,462,734,Provincial Nominee Program,"April 11, 2021 at 10:56:32 UTC","July 21, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2021-07-08,"July 08, 2021 at 14:02:45 UTC",Canadian Experience Class,"4,500",369,Canadian Experience Class,"June 10, 2021 at 22:46:37 UTC","July 8, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2021-07-07,"July 7, 2021 at 13:17:37 UTC",Provincial Nominee Program,627,760,Provincial Nominee Program,"June 14, 2021 at 07:44:05 UTC","July 7, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,2021-06-24,"June 24, 2021 at 14:39:59 UTC",Canadian Experience Class,"6,000",357,Canadian Experience Class,"February 17, 2021 at 10:15:50 UTC","June 24, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2021-06-23,"June 23, 2021 at 15:41:38 UTC",Provincial Nominee Program,"1,002",742,Provincial Nominee Program,"February 18, 2021 at 04:04:56 UTC","June 23, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2021-06-10,"June 10, 2021 at 12:29:11 UTC",Canadian Experience Class,"6,000",368,Canadian Experience Class,"April 28, 2021 at 05:45:14 UTC","June 10, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2021-06-09,"June 09, 2021 at 13:16:30 UTC",Provincial Nominee Program,940,711,Provincial Nominee Program,"February 16, 2021 at 09:06:30 UTC","June 9, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2021-05-31,"May 31, 2021 at 13:19:23 UTC",Canadian Experience Class,"5,956",380,Canadian Experience Class,"May 28, 2021 at 14:45:22 UTC","May 31, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2021-05-26,"May 26, 2021 at 10:41:44 UTC",Provincial Nominee Program,500,713,Provincial Nominee Program,"April 06, 2021 at 09:50:14 UTC","May 26, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2021-05-20,"May 20, 2021 at 10:10:54 UTC",Canadian Experience Class,"1,842",397,Canadian Experience Class,"April 24, 2021 at 12:09:24 UTC","May 20, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2021-05-13,"May 13, 2021 at 16:50:04 UTC",Canadian Experience Class,"4,147",401,Canadian Experience Class,"April 29, 2021 at 11:48:14 UTC","May 13, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2021-05-12,"May 12, 2021 at 10:28:53 UTC",Provincial Nominee Program,557,752,Provincial Nominee Program,"April 29, 2021 at 10:18:12 UTC","May 12, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2021-04-29,"April 29, 2021 at 10:34:05 UTC",Canadian Experience Class,"6,000",400,Canadian Experience Class,"April 24, 2021 at 15:24:49 UTC","April 29, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2021-04-28,"April 28, 2021 at 11:00:02 UTC",Provincial Nominee Program,381,717,Provincial Nominee Program,"March 16, 2021 at 21:20:50 UTC","April 28, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2021-04-16,"April 16, 2021 at 21:35:52 UTC",Canadian Experience Class,"6,000",417,Canadian Experience Class,"March 01, 2021 at 19:53:46 UTC","April 16, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2021-04-14,"April 14, 2021 at 11:01:51 UTC",Provincial Nominee Program,266,753,Provincial Nominee Program,"March 01, 2021 at 15:22:18 UTC","April 14, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2021-04-01,"April 1, 2021 at 11:04:53 UTC",Canadian Experience Class,"5,000",432,Canadian Experience Class,"February 16, 2021 at 09:51:22 UTC","April 1, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2021-03-31,"March 31, 2021 at 11:21:22 UTC",Provincial Nominee Program,284,778,Provincial Nominee Program,"March 16, 2021 at 16:09:32 UTC","March 31, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2021-03-18,"March 18, 2021 at 11:30:56 UTC",Canadian Experience Class,"5,000",449,Canadian Experience Class,"February 19, 2021 at 15:59:57 UTC","March 18, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2021-03-17,"March 17, 2021 at 11:49:48 UTC",Provincial Nominee Program,183,682,Provincial Nominee Program,"March 04, 2021 at 16:56:20 UTC","March 17, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2021-03-08,"March 08, 2021 at 13:53:21 UTC",Provincial Nominee Program,671,739,Provincial Nominee Program,"February 16, 2021 at 19:10:25 UTC","March 8, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2021-02-13,"February 13, 2021 at 11:56:56 UTC",Canadian Experience Class,"27,332",75,Canadian Experience Class,"September 12, 2020 at 15:31:40 UTC","February 13, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2021-02-10,"February 10, 2021 at 14:31:18 UTC",Provincial Nominee Program,654,720,Provincial Nominee Program,"August 14, 2020 at 06:51:00 UTC","February 10, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2021-01-21,"January 21, 2021 at 14:22:20 UTC",Canadian Experience Class,"4,626",454,Canadian Experience Class,"July 23, 2020 at 17:32:00 UTC","January 21, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2021-01-20,"January 20, 2021 at 14:13:12 UTC",Provincial Nominee Program,374,741,Provincial Nominee Program,"September 5, 2020 at 19:39:04 UTC","January 20, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2021-01-07,"January 7, 2021 at 14:15:32 UTC",Canadian Experience Class,"4,750",461,Canadian Experience Class,"September 12, 2020 at 20:46:32 UTC","January 7, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2021-01-06,"January 6, 2021 at 14:39:02 UTC",Provincial Nominee Program,250,813,Provincial Nominee Program,"November 2, 2020 at 11:11:52 UTC","January 6, 2021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2020-12-23,"December 23, 2020 at 14:40:08 UTC",No Program Specified,"5,000",468,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 4, 2020 at 13:39:44 UTC","December 23, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2020-12-09,"December 9, 2020 at 14:30:47 UTC",No Program Specified,"5,000",469,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 4, 2020 at 22:26:05 UTC","December 9, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,2020-11-25,"November 25, 2020 at 13:04:56 UTC",No Program Specified,"5,000",469,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 15, 2020 at 08:50:10 UTC","November 25, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2020-11-18,"November 18, 2020 at 15:27:32 UTC",No Program Specified,"5,000",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 27, 2020 at 06:18:11 UTC","November 18, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2020-11-05,"November 5, 2020 at 12:17:58 UTC",No Program Specified,"4,500",478,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 26, 2020 at 22:44:19 UTC","November 5, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2020-10-14,"October 14, 2020 at 13:03:22 UTC",No Program Specified,"4,500",471,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","September 1, 2020 at 12:11:23 UTC","October 14, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2020-09-30,"September 30, 2020 at 12:37:25 UTC",No Program Specified,"4,200",471,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","March 2, 2020 at 12:47:08 UTC","September 30, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2020-09-16,"September 16, 2020 at 07:25:09 UTC",No Program Specified,"4,200",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","March 09, 2020 at 13:03:40 UTC","September 16, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2020-09-02,"September 2, 2020 at 14:17:32 UTC",No Program Specified,"4,200",475,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","August 16, 2020 at 01:22:18 UTC","September 2, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2020-08-20,"August 20, 2020 at 11:10:05 UTC",Canadian Experience Class,"3,300",454,Canadian Experience Class,"July 27, 2020 at 17:05:11 UTC","August 20, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2020-08-19,"August 19, 2020 at 12:41:09 UTC",Provincial Nominee Program,600,771,Provincial Nominee Program,"July 24, 2020 at 11:39:23 UTC","August 19, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2020-08-06,"August 6, 2020 at 13:46:53 UTC",Federal Skilled Trades,250,415,Federal Skilled Trades,"June 2, 2020 at 09:35:31 UTC","August 6, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2020-08-05,"August 5, 2020 at 13:10:05 UTC",No Program Specified,"3,900",476,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","July 27, 2020 at 01:02:47 UTC","August 5, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2020-07-23,"July 23, 2020 at 12:24:39 UTC",Canadian Experience Class,"3,343",445,Canadian Experience Class,"July 12, 2020 at 15:16:55 UTC","July 23, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2020-07-22,"July 22, 2020 at 12:15:22 UTC",Provincial Nominee Program,557,687,Provincial Nominee Program,"November 11, 2019 at 08:51:21 UTC","July 22, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2020-07-08,"July 8, 2020 at 13:08:41 UTC",No Program Specified,"3,900",478,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 11, 2020 at 03:17:13 UTC","July 8, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2020-06-25,"June 25, 2020 at 11:29:27 UTC",Canadian Experience Class,"3,508",431,Canadian Experience Class,"April 3, 2020 at 12:56:32 UTC","June 25, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2020-06-24,"June 24, 2020 at 11:24:10 UTC",Provincial Nominee Program,392,696,Provincial Nominee Program,"April 23, 2020 at 10:39:30 UTC","June 24, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2020-06-11,"June 11, 2020 at 13:33:58 UTC",Canadian Experience Class,"3,559",437,Canadian Experience Class,"May 25, 2020 at 00:31:43 UTC","June 11, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2020-06-10,"June 10, 2020 at 13:49:43 UTC",Provincial Nominee Program,341,743,Provincial Nominee Program,"April 14, 2020 at 13:25:51 UTC","June 10, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2020-05-28,"May 28, 2020 at 11:35:51 UTC",Canadian Experience Class,"3,515",440,Canadian Experience Class,"March 7, 2020 at 10:36:59 UTC","May 28, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2020-05-27,"May 27, 2020 at 11:37:30 UTC",Provincial Nominee Program,385,757,Provincial Nominee Program,"April 27, 2020 at 10:19:01 UTC","May 27, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,2020-05-14,"May 15, 2020 at 12:46:53 UTC",Canadian Experience Class,"3,371",447,Canadian Experience Class,"December 23, 2019 at 10:01:06 UTC","May 14, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2020-05-13,"May 13, 2020 at 13:11:44 UTC",Provincial Nominee Program,529,718,Provincial Nominee Program,"March 19, 2020 at 12:53:21 UTC","May 13, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2020-04-30,"May 1, 2020 at 11:33:47 UTC",Canadian Experience Class,"3,311",452,Canadian Experience Class,"October 10, 2019 at 19:15:28 UTC","April 30, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2020-04-29,"April 29, 2020 at 11:17:20 UTC",Provincial Nominee Program,589,692,Provincial Nominee Program,"March 11, 2020 at 13:46:21 UTC","April 29, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2020-04-16,"April 16, 2020 at 15:20:02 UTC",Canadian Experience Class,"3,782",455,Canadian Experience Class,"January 20, 2020 at 17:37:33 UTC","April 16, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2020-04-15,"April 15, 2020 at 14:31:00 UTC",Provincial Nominee Program,118,808,Provincial Nominee Program,"March 18, 2020 at 10:30:55 UTC","April 15, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2020-04-09,"April 9, 2020 at 17:36:14 UTC",Canadian Experience Class,"3,294",464,Canadian Experience Class,"January 4, 2020 at 12:16:45 UTC","April 9, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,2020-04-09,"April 9, 2020 at 14:14:53 UTC",Provincial Nominee Program,606,698,Provincial Nominee Program,"December 18, 2019 at 11:29:51 UTC","April 9, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2020-03-23,"March 23, 2020 at 16:12:27 UTC",Canadian Experience Class,"3,232",467,Canadian Experience Class,"November 25, 2019 at 14:00:35 UTC","March 23, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2020-03-18,"March 19, 2020 at 02:04:06 UTC",Provincial Nominee Program,668,720,Provincial Nominee Program,"March 19, 2020 at 02:04:06 UTC","March 18, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2020-03-04,"March 4, 2020 at 13:44:16 UTC",No Program Specified,"3,900",471,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","February 24, 2020 at 06:02:57 UTC","March 4, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2020-02-19,"February 19, 2020 at 13:19:54 UTC",No Program Specified,"4,500",470,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 13, 2020 at 10:52:52 UTC","February 19, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2020-02-05,"February 5, 2020 at 13:11:46 UTC",No Program Specified,"3,500",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 30, 2020 at 07:36:26 UTC","February 5, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2020-01-22,"January 22, 2020 at 13:35:06 UTC",No Program Specified,"3,400",471,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 9, 2019 at 01:16:02 UTC","January 22, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2020-01-08,"January 8, 2020 at 13:33:44 UTC",No Program Specified,"3,400",473,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 27, 2019 at 13:35:09 UTC","January 8, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2019-12-19,"December 19, 2019 at 13:21:53 UTC",No Program Specified,"3,200",469,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 14, 2019 at 08:41:33 UTC","December 19, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2019-12-11,"December 11, 2019 at 13:26:03 UTC",No Program Specified,"3,200",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","December 6, 2019 at 03:03:49 UTC","December 11, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2019-11-27,"November 27, 2019 at 12:44:41 UTC",No Program Specified,"3,600",471,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 11, 2019 at 6:29:10 UTC","November 27, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2019-11-13,"November 13, 2019 at 12:40:01 UTC",No Program Specified,"3,600",472,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","October 8, 2019 at 10:46:01 UTC","November 13, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2019-10-30,"October 30, 2019 at 12:50:09 UTC",No Program Specified,"3,900",475,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","August 29, 2019 at 03:50:24 UTC","October 30, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2019-10-16,"October 16, 2019 at 12:56:58 UTC",Federal Skilled Trades,500,357,Federal Skilled Trades,"March 4, 2019 at 20:36:42 UTC","October 16, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2019-10-02,"October 2, 2019 at 12:16:25 UTC",No Program Specified,"3,900",464,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","September 20, 2019 at 15:05:04 UTC","October 2, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2019-09-18,"September 18, 2019 at 17:52:51 UTC",No Program Specified,"3,600",462,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","August 29, 2019 at 07:57:13 UTC","September 18, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2019-09-04,"September 4, 2019 at 13:36:34 UTC",No Program Specified,"3,600",463,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","August 23, 2019 at 13:33:34 UTC","September 4, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2019-08-20,"August 20, 2019 at 11:51:30 UTC",No Program Specified,"3,600",457,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","March 24, 2019 at 15:32:42 UTC","August 20, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2019-08-12,"August 12, 2019 at 12:36:51 UTC",No Program Specified,"3,600",466,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","August 6, 2019 at 12:14:53 UTC","August 12, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,2019-07-24,"July 24, 2019 at 12:55:38 UTC",No Program Specified,"3,600",459,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 25, 2019 at 14:40:52 UTC","July 24, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2019-07-10,"July 10, 2019 at 12:31:36 UTC",No Program Specified,"3,600",460,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 11, 2019 at 00:27:18 UTC","July 10, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2019-06-26,"June 26, 2019 at 12:30:54 UTC",No Program Specified,"3,350",462,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 11, 2019 at 17:40:54 UTC","June 26, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2019-06-12,"June 12, 2019 at 11:59:22 UTC",No Program Specified,"3,350",465,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","June 6, 2019 at 13:51:59 UTC","June 12, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,2019-05-29,"May 29, 2019 at 12:09:37 UTC",No Program Specified,"3,350",470,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","May 23, 2019 at 10:18:56 UTC","May 29, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,2019-05-15,"May 15, 2019 at 11:23:38 UTC",Federal Skilled Trades,500,332,Federal Skilled Trades,"August 29, 2018 at 8:32:03 UTC","May 15, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2019-05-01,"May 1, 2019 at 12:03:02 UTC",No Program Specified,"3,350",450,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","November 5, 2018 at 12:27:07 UTC","May 1, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2019-04-17,"April 17, 2019 at 15:26:33 UTC",No Program Specified,"3,350",451,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","April 2, 2019 at 15:01:49 UTC","April 17, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2019-04-03,"April 3, 2019 at 17:37:40 UTC",No Program Specified,"3,350",451,"Federal Skilled Worker, Canadian Experience Class, Federal Skilled Trades and Provincial Nominee Program","January 9, 2019 at 7:35:09 UTC","April 3, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
